m_sip1991_id,m_sip1991_sample,m_sip1991_sample_1,m_sip1991_sample_2,m_sip1991_sample_mn,m_sip1991_sample_md,m_sip1991_fid_1,m_sip1991_fid_2,m_sip1991_Y1_pystacked_1,m_sip1991_Y1_pystacked_2,m_sip1991_Y1_pystacked_L1_1,m_sip1991_Y1_pystacked_L1_2,m_sip1991_Y1_pystacked_L2_1,m_sip1991_Y1_pystacked_L2_2,m_sip1991_Y1_pystacked_L3_1,m_sip1991_Y1_pystacked_L3_2,m_sip1991_D1_pystacked_1,m_sip1991_D1_pystacked_2,m_sip1991_D1_pystacked_L1_1,m_sip1991_D1_pystacked_L1_2,m_sip1991_D1_pystacked_L2_1,m_sip1991_D1_pystacked_L2_2,m_sip1991_D1_pystacked_L3_1,m_sip1991_D1_pystacked_L3_2
2602,1,1,1,1,1,2,1,-1246.091674804688,-3657.986083984375,-3899.69091796875,-3777.895751953125,-3994.88720703125,-4186.0966796875,147.3847961425781,-855.3843383789063,.2528925836086273,.2808372974395752,.2601196467876434,.2818194031715393,.2560749351978302,.2773455679416656,.2507325708866119,.2827968895435333
2603,1,1,1,1,1,1,1,-5981.568359375,-8914.4384765625,-8627.0859375,-9309.9833984375,-7667.439453125,-8642.529296875,2309.720458984375,330.482666015625,.1700071692466736,.1608791500329971,.2106193751096725,.1971485763788223,.2177940160036087,.2046887278556824,.149809941649437,.1362927556037903
2604,1,1,1,1,1,2,2,9657.53125,7225.830078125,10202.771484375,9480.7265625,10425.0087890625,9662.669921875,9371.2109375,6576.443359375,.442079484462738,.4021159708499908,.35280641913414,.3499478995800018,.3565846383571625,.3588836789131165,.4822092950344086,.4273189902305603
2605,1,1,1,1,1,2,2,-19106.205078125,-21248.255859375,-32188.546875,-31855.1796875,-31938.927734375,-31457.5546875,-12236.3154296875,-18193.572265625,.4658873677253723,.413477897644043,.5341443419456482,.5041384100914001,.5381288528442383,.5057929754257202,.4332033395767212,.36312335729599
2606,1,1,1,1,1,1,1,19756.10546875,20985.53125,21078.677734375,21191.173828125,22223.75390625,22358.31640625,16245.0078125,16179.1435546875,.3955227136611938,.3576774895191193,.3335841298103333,.3410295844078064,.3326222002506256,.3421465456485748,.4221077859401703,.3663936257362366
2607,1,1,1,1,1,1,1,29869.63671875,35421.15234375,31207.60546875,35803.51953125,30916.982421875,35787.20703125,26691.390625,26484.28125,.5577320456504822,.5917879343032837,.5667120218276978,.5634755492210388,.5535985827445984,.5540936589241028,.5594790577888489,.6129422783851624
2608,1,1,1,1,1,2,2,-5709.89453125,-3768.931396484375,-15543.55859375,-12037.5908203125,-15172.80078125,-11684.458984375,-545.97265625,-1387.64453125,.1000237837433815,.1391248852014542,.1563756912946701,.1447923481464386,.1659339815378189,.1715747863054276,.0712150707840919,.1257993429899216
2609,1,1,1,1,1,1,1,-19115.53515625,-22452.3515625,-21942.59375,-22891.05078125,-20590.94140625,-21601.77734375,-10736.392578125,-12198.8212890625,.3781006336212158,.385573148727417,.4217135608196259,.4190751612186432,.4135321378707886,.4149434864521027,.3631254136562347,.36909019947052
2610,1,1,1,1,1,1,1,-1736.867797851563,-661.8418579101563,-3019.7822265625,-686.8524169921875,-4001.503173828125,-1696.11328125,2327.90869140625,-77.27906799316406,.1908953338861465,.1913393437862396,.2247017920017242,.2250732630491257,.2227670252323151,.2223558127880096,.1774246841669083,.1739325821399689
2611,1,1,1,1,1,2,2,-23.38784599304199,-332.4494323730469,-498.0341491699219,-1338.206176757813,-540.426513671875,-1237.136962890625,225.8617095947266,-42.80210494995117,.4802190959453583,.4990685880184174,.5626868009567261,.5149626135826111,.5554341077804565,.4967359304428101,.4442439377307892,.4973046779632568
2612,1,1,1,1,1,2,1,39416.94140625,40214.44140625,41265.1484375,40162.640625,40959.53515625,38856.390625,38446.3984375,41425.1328125,.5485432744026184,.4208309054374695,.3489757180213928,.3106584250926971,.3539527356624603,.3204611539840698,.6392624974250793,.4771594703197479
2613,1,1,1,1,1,2,1,-8043.0185546875,-16378.3828125,-20776.62890625,-17064.314453125,-20642.388671875,-16446.185546875,-1356.257080078125,-346.3804931640625,.180101215839386,.184233084321022,.2034396976232529,.2367563545703888,.2095920443534851,.2473130226135254,.1675311625003815,.1488319635391235
2614,1,1,1,1,1,1,1,39083.4375,39350.9765625,40364.0234375,39610.51171875,39505.08984375,38609.83203125,36438.34375,33284.9140625,.4857278168201447,.5792518258094788,.5014722347259521,.5224777460098267,.4977642893791199,.517343282699585,.4806405603885651,.6139956116676331
2615,1,1,1,1,1,1,1,25628.46484375,22831.603515625,24826.8125,22791.478515625,25716.8984375,23725.078125,29178.537109375,23769.44140625,.4883153140544891,.4837915301322937,.4441391825675964,.4553773999214172,.439876526594162,.4500157237052917,.5087880492210388,.5027468800544739
2616,1,1,1,1,1,1,2,-7168.890625,-2653.754150390625,-9520.8603515625,-11804.07421875,-9263.7431640625,-11784.390625,132.3999481201172,-18.55841827392578,.251172661781311,.2555594146251678,.2619548738002777,.2202702015638351,.2606609761714935,.2241894155740738,.2471624165773392,.2734188735485077
2617,1,1,1,1,1,2,2,-480.9732971191406,-1382.057983398438,-586.34423828125,-4.875958919525146,-589.3466796875,-23.3699779510498,-425.6401672363281,-1778.671875,.1957886815071106,.2044229805469513,.2366229146718979,.2095860987901688,.2356280088424683,.2087439447641373,.1772194653749466,.2019124925136566
2618,1,1,1,1,1,2,1,-7042.96875,-14831.8251953125,-18152.23046875,-15428.4130859375,-18149.96875,-15358.7734375,-1209.196044921875,-887.9925537109375,.1457918882369995,.1859840005636215,.2069195806980133,.2448054552078247,.2078391164541245,.2479225099086761,.1172928884625435,.1512234658002853
2619,1,1,1,1,1,2,2,4646.291015625,1942.380859375,9592.91015625,5093.84423828125,9069.7216796875,4636.73291015625,2048.687744140625,1034.79248046875,.538901150226593,.498274177312851,.4928656816482544,.4813877642154694,.4921812415122986,.4831318259239197,.5603614449501038,.5068702697753906
2620,1,1,1,1,1,1,1,13586.330078125,14426.150390625,14334.4462890625,14538.3662109375,13636.1572265625,14149.9970703125,11691.4453125,11803.376953125,.4082026183605194,.4115390777587891,.3343375027179718,.3106400966644287,.3323584198951721,.3110027015209198,.4402583837509155,.4679611325263977
2621,1,1,1,1,1,1,1,-1929.475219726563,-5024.2109375,-3394.23095703125,-5254.79833984375,-2853.65283203125,-4625.43603515625,2713.472412109375,365.2203063964844,.2940589189529419,.300243079662323,.2935143113136292,.2675037980079651,.2970424592494965,.2740502655506134,.2927978932857513,.3149427473545074
2622,1,1,1,1,1,2,2,-8829.236328125,-6944.22509765625,-22593.75390625,-21177.427734375,-22274.451171875,-20878.626953125,-1601.117309570313,-2845.21240234375,.2671861350536346,.301288366317749,.3068361580371857,.3015055060386658,.3165839612483978,.3131648898124695,.2460358440876007,.296721339225769
2623,1,1,1,1,1,2,2,4515.5634765625,5491.93994140625,-1377.882202148438,2963.43896484375,-1414.10546875,2862.44970703125,7610.3701171875,6220.12158203125,.1548809856176376,.2037762105464935,.1610056012868881,.1714840084314346,.1671072840690613,.1840451508760452,.1502757519483566,.2166951447725296
2624,1,1,1,1,1,2,2,5296.794921875,6791.3505859375,-91.28323364257813,4593.86865234375,360.5364685058594,5000.4775390625,8126.2197265625,7424.2021484375,.0932982191443443,.130750760436058,.1536663323640823,.180827409029007,.1676919460296631,.2113062888383865,.0613338984549046,.0916585773229599
2625,1,1,1,1,1,2,1,-7443.69580078125,-8050.1708984375,-7088.1337890625,-8120.95947265625,-7082.02490234375,-8136.9951171875,-7630.41064453125,-6395.65966796875,.0633748695254326,.0896725580096245,.1307034343481064,.1409210115671158,.1314888447523117,.1415628790855408,.0320511050522327,.0605511739850044
2626,1,1,1,1,1,2,1,-13679.7568359375,-16336.197265625,-19600.7578125,-16547.62890625,-19549.392578125,-16234.6650390625,-10570.4794921875,-11394.4892578125,.3966188430786133,.3927804827690125,.4491649568080902,.4726343154907227,.4493861794471741,.4722431004047394,.3722865283489227,.3481852114200592
2627,1,1,1,1,1,2,2,3316.98046875,1941.187622070313,6950.79150390625,5267.77783203125,6633.0458984375,4860.52099609375,1408.768310546875,983.1646728515625,.2269879132509232,.2659716010093689,.2335376441478729,.2506134510040283,.2344382852315903,.2570157945156097,.2237007319927216,.2719524204730988
2628,1,1,1,1,1,2,1,-5412.21630859375,-11636.8291015625,-13606.6376953125,-12075.5419921875,-13424.408203125,-11203.4326171875,-1109.104858398438,-1382.962646484375,.2563816905021667,.2894143760204315,.2541516423225403,.2917797863483429,.2549527585506439,.2927662432193756,.2571783661842346,.2875332832336426
2629,1,1,1,1,1,2,2,-7825.0859375,-4537.92431640625,-21419.763671875,-19178.962890625,-21124.8359375,-18868.10546875,-686.1549682617188,-321.4590148925781,.148796409368515,.1625033169984818,.1697168052196503,.1883756369352341,.1716257184743881,.1947022378444672,.1385786831378937,.1458999514579773
2630,1,1,1,1,1,2,1,-2566.772216796875,-3891.617431640625,-3781.756591796875,-3989.87158203125,-3816.60498046875,-4174.69482421875,-1928.751098632813,-1595.156982421875,.0518639832735062,.0762555748224258,.1362802982330322,.1460486054420471,.134127289056778,.143988162279129,.0135039938613772,.0382433496415615
2631,1,1,1,1,1,1,2,-2795.58154296875,-1651.9404296875,-3286.766845703125,-3568.496826171875,-3622.157958984375,-3665.27734375,-1319.877685546875,-1099.992309570313,.1136977151036263,.0920751541852951,.1413793563842773,.1413738429546356,.143942192196846,.1473753154277802,.1009148061275482,.0627474933862686
2632,1,1,1,1,1,1,1,-10483.841796875,-15893.193359375,-13698.328125,-16492.26953125,-13133.361328125,-15848.873046875,-530.9530029296875,-1891.222045898438,.2258472144603729,.2655668258666992,.2352150231599808,.2164618521928787,.2456942349672318,.2272960692644119,.2174588143825531,.2870447933673859
2633,1,1,1,1,1,1,1,39736.60546875,48376.44140625,47986.55859375,49532.48046875,48478.484375,50149.87109375,14677.7236328125,21356.79296875,.4489983916282654,.4969412386417389,.3619968593120575,.3828873038291931,.3634389936923981,.3814277052879333,.4851602911949158,.561768651008606
2634,1,1,1,1,1,2,2,5211.04345703125,6205.72900390625,9155.65234375,7257.990234375,8953.6171875,6943.09423828125,3139.623046875,5902.68896484375,.3440065979957581,.3869656026363373,.3098360002040863,.3395009636878967,.3186491131782532,.3571529984474182,.3572218418121338,.4062638282775879
2635,1,1,1,1,1,2,1,1133.131469726563,2354.108642578125,3493.70166015625,2439.62548828125,3221.438232421875,1344.114868164063,-106.4675140380859,355.3599548339844,.086570680141449,.0783464163541794,.146441638469696,.1572199016809464,.1478600353002548,.1596567630767822,.0585068389773369,.0327142104506493
2636,1,1,1,1,1,1,1,72704.5625,83784.34375,83943.96875,85437.9296875,83694.3671875,85443.984375,39267.48828125,45135.671875,.4310458898544312,.4465377628803253,.3537826836109161,.3485205173492432,.3604964315891266,.3506279289722443,.4608637690544128,.5003633499145508
2637,1,1,1,1,1,2,2,-962.2737426757813,-201.9875640869141,-3384.0009765625,-4130.6416015625,-3343.38671875,-4092.732421875,309.4404907226563,929.4234619140625,.2884747087955475,.3287941515445709,.2804385125637054,.2940104305744171,.2817448079586029,.2912316918373108,.291805773973465,.3489315807819366
2638,1,1,1,1,1,1,2,-7135.21728515625,-2094.355712890625,-9652.45703125,-12278.0341796875,-10050.673828125,-12292.3330078125,699.448486328125,838.4363403320313,.3593209087848663,.4298301935195923,.4362924993038177,.4385679364204407,.4381124079227448,.4451957643032074,.3260194659233093,.4225094616413116
2639,1,1,1,1,1,2,2,1575.396728515625,1617.163818359375,3207.9560546875,4006.802978515625,3035.656005859375,3773.154296875,718.095947265625,928.9729614257813,.1441559195518494,.167232483625412,.1392615884542465,.1483307331800461,.1404518634080887,.1577799320220947,.1460697501897812,.1739944964647293
2640,1,1,1,1,1,2,1,22571.505859375,23172.19140625,20795.517578125,23163.384765625,20927.59375,23762.1015625,23504.125,23378.009765625,.2519366145133972,.2867451608181,.2747886776924133,.3049930930137634,.2722693085670471,.3018858730792999,.2421161532402039,.2782480418682098
2641,1,1,1,1,1,1,2,-2626.350341796875,-1203.8857421875,-3284.85009765625,-1911.818969726563,-3441.490966796875,-1973.10888671875,-605.5647583007813,-1000.008361816406,.1842017769813538,.2133193463087082,.1885893493890762,.1855640262365341,.1918925046920776,.1893925070762634,.1809512823820114,.2270813882350922
2642,1,1,1,1,1,1,2,64345.46875,51045.97265625,74798.40625,86798.28125,75657.9453125,87042.1171875,33124.4296875,40749.68359375,.6224223375320435,.5766145586967468,.5891188383102417,.5667018294334412,.591405987739563,.5686790943145752,.6355314254760742,.5812969207763672
2643,1,1,1,1,1,1,2,-6823.46533203125,-2583.80810546875,-8320.1005859375,-7680.9853515625,-7280.32080078125,-7469.41015625,-2262.935546875,-1115.874877929688,.3035992681980133,.276926189661026,.3313033580780029,.2859995663166046,.3300135433673859,.279985785484314,.2924351990222931,.2742440402507782
2644,1,1,1,1,1,2,2,-7286.9609375,-4571.55908203125,-18180.015625,-17085.080078125,-18106.31640625,-16983.1015625,-1566.724853515625,-967.7968139648438,.0877088233828545,.0899905562400818,.212857648730278,.2188917249441147,.2059245109558105,.2013270258903503,.0319287516176701,.025994636118412
2645,1,1,1,1,1,2,2,-30971.927734375,-40394.5078125,-23546.501953125,-22046.962890625,-23310.376953125,-21849.82421875,-34871.21875,-45678.40625,.2034042179584503,.2281272113323212,.2997090518474579,.299969494342804,.2998963296413422,.3028534948825836,.158872202038765,.1876246482133865
2646,1,1,1,1,1,1,2,-13598.7373046875,-6101.732421875,-16840.1796875,-17954.01171875,-15513.6259765625,-17682.6328125,-3676.845947265625,-2688.400634765625,.3123199641704559,.2854480743408203,.3078396320343018,.2670332193374634,.3106208145618439,.2696081697940826,.3130381107330322,.2945654690265656
2647,1,1,1,1,1,2,2,51074.078125,50217.4453125,53583.1796875,55850.06640625,53804.09765625,56064.25390625,49756.48046875,48595.30859375,.3905914425849915,.3840280175209045,.3527202308177948,.3609391152858734,.3497702479362488,.3526717126369476,.408940851688385,.3998451828956604
2648,1,1,1,1,1,1,2,43912.9453125,38699.95703125,48537.90625,52745.2734375,49883.53515625,53101.4921875,30682.974609375,34655.0546875,.6256494522094727,.7293339371681213,.6874036192893982,.6791039705276489,.6829621195793152,.6736187934875488,.6014261841773987,.7589754462242126
2649,1,1,1,1,1,2,2,-2427.002197265625,-1357.008178710938,-5690.21337890625,-2775.906005859375,-5645.7587890625,-2786.669921875,-713.4019775390625,-948.3805541992188,.0600948333740234,.1582543849945068,.0955065712332726,.1067897081375122,.1077492535114288,.1349827647209167,.0401755198836327,.1757251918315887
2650,1,1,1,1,1,2,2,-8617.6318359375,-6398.2607421875,-19821.001953125,-17200.029296875,-19708.701171875,-17127.720703125,-2734.439453125,-3287.465087890625,.0869621858000755,.136437863111496,.1866904050111771,.2035830914974213,.1949463933706284,.2130471765995026,.038499727845192,.0960012152791023
2651,1,1,1,1,1,2,1,-4952.64013671875,-8010.90771484375,-10222.5771484375,-8264.0771484375,-10106.0400390625,-7999.11767578125,-2185.25390625,-2093.68359375,.3608883023262024,.3338682353496552,.3964887261390686,.374472588300705,.3982038497924805,.3776057064533234,.3439472019672394,.309322327375412
2652,1,1,1,1,1,1,1,-8743.7216796875,-10739.44140625,-11663.775390625,-11271.904296875,-10048.4609375,-10186.0537109375,327.0156555175781,1705.60009765625,.6160816550254822,.6875335574150085,.6762880682945251,.6959953904151917,.6646581888198853,.6882416009902954,.5955506563186646,.687136173248291
2653,1,1,1,1,1,2,2,-6475.13134765625,-5890.23193359375,-6191.9609375,-3583.25439453125,-6105.9326171875,-3563.777587890625,-6623.83154296875,-6554.6171875,.1939557790756226,.2290566712617874,.1706072688102722,.1937635838985443,.1750318706035614,.2082897871732712,.2034507393836975,.2428718060255051
2654,1,1,1,1,1,1,2,-2625.902099609375,631.4346923828125,-5397.36865234375,-7650.95166015625,-4873.6396484375,-7472.0810546875,6197.7783203125,3016.6748046875,.7148064374923706,.7176274061203003,.724816620349884,.7287264466285706,.7180962562561035,.7164289951324463,.7134159803390503,.7162313461303711
2655,1,1,1,1,1,2,1,-9121.501953125,-21429.490234375,-23222.009765625,-22265.724609375,-22885.439453125,-20890.91796875,-1716.945678710938,-1884.47802734375,.2438554912805557,.2814536690711975,.273345023393631,.3112556636333466,.2755174934864044,.3133056163787842,.2296034544706345,.2635779976844788
2656,1,1,1,1,1,2,2,-4599.93115234375,-2704.9091796875,-9665.39453125,-7752.33349609375,-9594.392578125,-7579.64453125,-1939.919921875,-1251.30419921875,.3085227310657501,.3764521181583405,.3591713011264801,.3548884689807892,.3655784428119659,.3752454221248627,.2832655608654022,.3805128931999207
2657,1,1,1,1,1,2,2,10639.8994140625,8643.2734375,11740.330078125,7757.70751953125,11445.826171875,7529.642578125,10062.033203125,8898.3076171875,.6647229790687561,.6201714277267456,.8397378325462341,.8152559995651245,.8313448429107666,.7854677438735962,.5863378643989563,.5245399475097656
2658,1,1,1,1,1,2,2,12333.2275390625,11396.818359375,13888.0732421875,9255.0517578125,13807.91796875,9101.4560546875,11516.7353515625,12013.625,.5887399315834045,.6017624139785767,.4936298429965973,.4964389204978943,.4934623241424561,.491546094417572,.6327143907546997,.6613942980766296
2659,1,1,1,1,1,1,1,14124.421875,16417.28125,14108.4189453125,16464.453125,15341.890625,17277.265625,14710.033203125,15314.748046875,.6809430122375488,.6924393177032471,.7547043561935425,.774393618106842,.7458779811859131,.7673953175544739,.653498113155365,.6503731608390808
2660,1,1,1,1,1,2,1,-2764.08203125,-9378.13671875,-18329.66796875,-10051.439453125,-18284.734375,-9893.3466796875,5409.826171875,6358.71826171875,.2534668445587158,.2224808931350708,.2712873518466949,.27192422747612,.268500417470932,.2699810862541199,.2460480928421021,.1958232820034027
2661,1,1,1,1,1,2,2,6887.435546875,7116.66845703125,4101.71484375,2103.7451171875,4158.60302734375,2301.839111328125,8350.29296875,8560.337890625,.7303175926208496,.6511008739471436,.691673755645752,.6572410464286804,.67852383852005,.6229031085968018,.7519938349723816,.6608327627182007
2662,1,1,1,1,1,1,2,3868.084228515625,7443.62451171875,2180.258544921875,-6484.35302734375,2094.191650390625,-6529.33837890625,9448.447265625,11454.7353515625,.5200334787368774,.4548511803150177,.4473998546600342,.4547623097896576,.4453526735305786,.4503889083862305,.5515974760055542,.4565683305263519
2663,1,1,1,1,1,2,1,-7575.4619140625,-18590.583984375,-20269.0234375,-19360.025390625,-20027.36328125,-18296.7734375,-909.7307739257813,-606.729248046875,.085256427526474,.1587300598621368,.1584917008876801,.2143575251102448,.1609542667865753,.2178108692169189,.050716370344162,.1255733072757721
2664,1,1,1,1,1,2,2,22734.8984375,22647.8203125,22889.09375,24506.609375,22959.064453125,24499.06640625,22653.92578125,22112.5078125,.3095414936542511,.3048895299434662,.1977871805429459,.2191721796989441,.2032085657119751,.2391257435083389,.359575629234314,.3442897200584412
2665,1,1,1,1,1,2,1,155.45849609375,1286.450073242188,44.41329956054688,1320.56005859375,-105.7310256958008,730.9151611328125,213.7713165283203,489.2102661132813,.1752353459596634,.1833095848560333,.1693383604288101,.1757606863975525,.1732625663280487,.1830831319093704,.1768161952495575,.1834366768598557
2666,1,1,1,1,1,1,1,-3118.578369140625,-4082.9267578125,-4323.55517578125,-4272.8193359375,-4520.70849609375,-4562.6728515625,643.0249633789063,355.3599548339844,.0602154210209846,.0504146553575993,.1026532649993896,.0963716506958008,.1083745360374451,.1029564440250397,.0398608446121216,.0209276620298624
2667,1,1,1,1,1,2,2,2585.19384765625,3899.860595703125,-1809.533081054688,335.0645751953125,-1602.196411132813,482.9410095214844,4892.9833984375,4926.484375,.1727883070707321,.2074114829301834,.1687217354774475,.1964638084173203,.1773838847875595,.219908744096756,.1721442341804504,.2044718414545059
2668,1,1,1,1,1,1,1,8313.171875,8621.8837890625,9135.076171875,8771.6181640625,7800.6318359375,7499.42578125,5981.32568359375,5122.18798828125,.2721351385116577,.2325305640697479,.2360900193452835,.2391073107719421,.2349602878093719,.2349259257316589,.2878471910953522,.2311862707138062
2669,1,1,1,1,1,2,2,134193.6875,122612.1796875,178872.640625,174230.359375,178556.046875,173878.625,110731.5546875,107746.6875,.453457236289978,.4621869623661041,.4173612296581268,.39235720038414,.4101826250553131,.3887961208820343,.4722180664539337,.501844048500061
2670,1,1,1,1,1,2,2,53792.8203125,48145.01171875,50303.70703125,48579.125,50154.8671875,48396.98828125,55625.05078125,48019.98828125,.3098351359367371,.3094818890094757,.2915826141834259,.298360675573349,.2913788259029388,.3046714067459106,.3183242380619049,.313173919916153
2671,1,1,1,1,1,1,1,-1046.940185546875,-5589.826171875,-3213.0458984375,-6095.3193359375,-4007.000244140625,-6612.4541015625,5887.43505859375,6224.86767578125,.2133371829986572,.247308224439621,.2779184877872467,.2634000480175018,.2766430974006653,.2640649974346161,.1865807771682739,.2379041612148285
2672,1,1,1,1,1,1,1,-13595.140625,-16889.1015625,-17209.08984375,-17525.34765625,-16936.794921875,-17159.283203125,-2473.792236328125,-2018.328369140625,.1994828432798386,.2063504457473755,.2809639573097229,.2985409200191498,.2783649265766144,.2966602742671967,.1661431193351746,.155667632818222
2673,1,1,1,1,1,1,1,1837.113647460938,2144.89013671875,2229.57275390625,2221.45556640625,378.0132751464844,833.3846435546875,643.0249633789063,355.3599548339844,.0326170772314072,.045258853584528,.1116905510425568,.1113906875252724,.1175013408064842,.1166833117604256,-.0032594737131149,.0051747071556747
2674,1,1,1,1,1,1,2,4572.125,1867.822265625,5729.31689453125,4760.392578125,4782.76806640625,4631.3291015625,1019.3310546875,1034.79248046875,.5436348915100098,.5160931944847107,.4648919701576233,.4801496863365173,.4607128500938416,.4756885468959808,.5786821246147156,.5375085473060608
2675,1,1,1,1,1,2,1,-8202.5107421875,-7398.61572265625,-6861.1015625,-7367.47705078125,-6786.79052734375,-7027.97509765625,-8906.921875,-8126.4130859375,.1029401943087578,.1038763001561165,.1211745887994766,.1519482433795929,.123709961771965,.1553030759096146,.0937805771827698,.075015053153038
2676,1,1,1,1,1,2,1,-1037.40625,-1416.656494140625,-4267.94580078125,-1522.189697265625,-4424.75537109375,-2312.666259765625,659.037109375,1049.9306640625,.3329713940620422,.2916282713413239,.3690614998340607,.3440170586109161,.3736593425273895,.3524502217769623,.3149647414684296,.2574943900108337
2677,1,1,1,1,1,2,1,-2456.722412109375,-6992.806640625,-5776.5302734375,-7235.123046875,-5837.15625,-7524.11669921875,-713.4019775390625,-1329.235961914063,.0567933842539787,.086125984787941,.1093078702688217,.1040612757205963,.1169499978423119,.1135361343622208,.0303148794919252,.070743128657341
2678,1,1,1,1,1,1,1,11442.3486328125,10568.8720703125,13001.9931640625,10701.5341796875,11487.587890625,9631.9697265625,6853.609375,7468.22021484375,.2705423831939697,.2396023124456406,.1900607943534851,.1808771789073944,.1935800313949585,.1852471828460693,.3030706942081451,.2701069712638855
2679,1,1,1,1,1,2,1,2319.964599609375,5911.71484375,5798.05712890625,6143.71728515625,5536.1494140625,5089.408203125,493.5243225097656,489.2102661132813,.2182267159223557,.2200231999158859,.1935740113258362,.1998204439878464,.1943576782941818,.2026611417531967,.2293841689825058,.2297669649124146
2680,1,1,1,1,1,1,1,79524.59375,84734.6484375,84375.3203125,85312.859375,84396.65625,85086.09375,66914.3203125,71220.4296875,.5528243780136108,.6284774541854858,.5404642820358276,.6013938784599304,.5360724329948425,.5915529727935791,.5599046349525452,.6491998434066772
2681,1,1,1,1,1,2,2,137.3981170654297,755.1193237304688,-3200.525390625,-1296.815795898438,-3086.8857421875,-1179.53662109375,1890.231567382813,1346.055053710938,.2456112653017044,.1371678709983826,.115837536752224,.1160567849874496,.1311709731817245,.1453836858272552,.3010813593864441,.1375585049390793
2682,1,1,1,1,1,1,1,19848.669921875,24160.98046875,19621.16015625,24489.169921875,17757.607421875,23243.0859375,21331.69140625,16490.326171875,.4912283420562744,.538530707359314,.5156522989273071,.4706466794013977,.5141175985336304,.4750075340270996,.4815541505813599,.5741806030273438
2683,1,1,1,1,1,1,1,-12722.455078125,-17760.35546875,-16200.205078125,-18433.880859375,-16172.59765625,-18254.521484375,-2006.615356445313,-2018.328369140625,.1521264910697937,.1544253826141357,.2080036103725433,.1941571235656738,.2174350619316101,.2037105411291122,.1245236620306969,.1267660409212112
2684,1,1,1,1,1,2,2,7090.89892578125,5582.177734375,6081.92724609375,9046.615234375,6257.79638671875,9184.4404296875,7620.7373046875,4584.45654296875,.2044966220855713,.1103226691484451,.1471591591835022,.1550331711769104,.1650779396295547,.1844938695430756,.2257599383592606,.0745620056986809
2685,1,1,1,1,1,1,1,-12289.70703125,-15084.873046875,-15482.859375,-15645.791015625,-15010.982421875,-15121.5576171875,-2473.792236328125,-1974.746948242188,.2846042215824127,.2786211371421814,.3445195257663727,.3557740449905396,.3358986973762512,.349528580904007,.262924462556839,.2388271689414978
2686,1,1,1,1,1,2,2,-2988.874267578125,-1934.906372070313,-6076.07470703125,-1373.438232421875,-5912.72900390625,-1246.187622070313,-1367.702270507813,-2096.603271484375,.0473738834261894,.0758727192878723,.1056022420525551,.1134428754448891,.1140440255403519,.1303753405809402,.0180236417800188,.0488075949251652
2687,1,1,1,1,1,2,2,-1800.952270507813,1447.372802734375,-7898.19482421875,-10051.474609375,-7972.50244140625,-10231.1767578125,1400.8740234375,4758.919921875,.4987951815128326,.4317611753940582,.444534033536911,.4906238615512848,.4427130520343781,.4798000156879425,.5243854522705078,.4036067426204681
2688,1,1,1,1,1,1,1,-11568.095703125,-12656.3271484375,-14940.2294921875,-13071.748046875,-14442.380859375,-12412.4658203125,-1148.646728515625,-2946.847900390625,.4328010082244873,.3992463648319244,.4641032814979553,.4532997608184814,.4606181383132935,.4553957879543304,.4210440516471863,.3677347004413605
2689,1,1,1,1,1,1,1,-776.65234375,-1135.659912109375,-2111.4404296875,-1341.817504882813,-1390.760498046875,-518.8912963867188,3491.444580078125,3682.78125,.4742161631584167,.4992368221282959,.3904962539672852,.3930304944515228,.3914573192596436,.3958987295627594,.5091943740844727,.5572312474250793
2690,1,1,1,1,1,2,1,36649.31640625,32525.353515625,27856.55859375,32131.080078125,27788.390625,31923.447265625,41266.62890625,41740.54296875,.4540567100048065,.4384786486625671,.3441807925701141,.3164630532264709,.3464891910552979,.3201792538166046,.5041297078132629,.5048694610595703
2691,1,1,1,1,1,1,2,-12048.6630859375,-3088.7099609375,-15374.7119140625,-13244.3779296875,-14083.6015625,-13010.453125,-1795.758544921875,-163.984375,.3003352582454681,.2649215757846832,.2771908938884735,.2509476840496063,.2864175140857697,.2618217170238495,.3062176406383514,.2684373259544373
2692,1,1,1,1,1,2,2,28807.134765625,23151.306640625,36930.359375,35811.265625,36930.46875,35726.109375,24541.412109375,19505.37109375,.3439640402793884,.3665468096733093,.2715670764446259,.2966440320014954,.2779256105422974,.3160168528556824,.3755484819412231,.397494912147522
2693,1,1,1,1,1,2,2,-1612.931518554688,-1337.618896484375,-2759.94580078125,-2279.351806640625,-2790.64599609375,-2312.560302734375,-1010.603454589844,-1066.40966796875,.1349068731069565,.125489205121994,.1754541248083115,.1757293343544006,.1845260113477707,.1902509033679962,.1135390251874924,.0923948884010315
2694,1,1,1,1,1,2,2,235246.5625,144084.546875,229150.21875,215563.140625,228605.953125,214844.140625,238447.9375,123499.46875,.7003747224807739,.7498666644096375,.8964537382125854,.9205450415611267,.8965308666229248,.9228978753089905,.6097950339317322,.6553594470024109
2695,1,1,1,1,1,2,2,-857.1817626953125,-1337.628540039063,-1174.851928710938,-2458.664794921875,-1324.805297851563,-2628.76416015625,-690.3646240234375,-1014.781860351563,.2034840136766434,.2198079526424408,.1756116598844528,.1799432784318924,.1851737499237061,.2000587284564972,.2135723829269409,.23399817943573
