stata_id,m_export_sample,m_export_sample_1,m_export_sample_2,m_export_sample_mn,m_export_sample_md,m_export_fid_1,m_export_fid_2,Y1_pystacked_1,Y1_pystacked_2,Dhat_pystacked_1,Dhat_pystacked_2,Dhat_pystacked_h_1,Dhat_pystacked_h_2
573,1,1,1,1,1,2,1,.8518799543380737,.6896519660949707,-1.628469347953796,-1.319419026374817,-2.035233974456787,-1.541275858879089
574,1,1,1,1,1,2,2,.4182039201259613,.1006887704133987,-5.538426876068115,-5.464186191558838,-4.795874118804932,-4.318745136260986
575,1,1,1,1,1,1,1,.8503067493438721,1.019700765609741,-4.210309982299805,-4.609389305114746,-3.763023614883423,-3.799562692642212
576,1,1,1,1,1,2,2,.865809440612793,1.103507280349731,-4.304917812347412,-4.917120456695557,-4.267218589782715,-4.366950511932373
577,1,1,1,1,1,1,2,1.274648189544678,1.060628294944763,-5.00973653793335,-4.793013095855713,-4.347293853759766,-4.366950511932373
578,1,1,1,1,1,2,2,.8322043418884277,.8899690508842468,-2.436403512954712,-2.693875789642334,-3.208122491836548,-3.00963282585144
579,1,1,1,1,1,2,2,.6189193725585938,.7741297483444214,-.2620758712291718,.376674085855484,.0008899149834178,-.8438912630081177
580,1,1,1,1,1,2,2,.0727658346295357,-.1930535584688187,-5.723663330078125,-6.126645565032959,-4.292092323303223,-4.740815162658691
581,1,1,1,1,1,2,1,1.095207691192627,1.092471957206726,-4.959190845489502,-4.702625751495361,-4.871535778045654,-5.250880241394043
582,1,1,1,1,1,2,2,1.200469613075256,1.072842717170715,-4.861375331878662,-4.719706058502197,-4.403072834014893,-4.366950511932373
583,1,1,1,1,1,1,2,1.2454913854599,1.427783012390137,-3.281595230102539,-3.22499680519104,-3.472578287124634,-3.77897572517395
584,1,1,1,1,1,1,2,.269047349691391,.2415138632059097,-5.396847248077393,-5.352524280548096,-4.756021499633789,-4.318745136260986
585,1,1,1,1,1,2,2,.5160431265830994,.1102832108736038,-5.643115520477295,-5.340120792388916,-4.780055522918701,-4.454383850097656
586,1,1,1,1,1,1,2,.8665527105331421,.7750845551490784,-4.778479099273682,-4.726073741912842,-3.008152484893799,-4.341922760009766
587,1,1,1,1,1,1,2,1.198163270950317,.8438311219215393,-5.024032592773438,-4.583614826202393,-4.347293853759766,-4.366950511932373
588,1,1,1,1,1,2,2,.8985157608985901,.8123015165328979,-4.353637218475342,-4.494576930999756,-4.249473094940186,-4.000032901763916
589,1,1,1,1,1,1,2,1.32209050655365,1.394764542579651,-3.216912746429443,-4.286900997161865,-3.849574565887451,-4.412755012512207
590,1,1,1,1,1,1,2,-.4310593008995056,-.2644520998001099,-1.961126685142517,-1.922460079193115,-2.392040252685547,-3.126458644866943
591,1,1,1,1,1,1,2,-.1204179525375366,-.1474747359752655,-2.049051523208618,-.8620378971099854,-2.755750417709351,-1.613536596298218
592,1,1,1,1,1,1,2,-.0130658289417624,.074389822781086,-4.325265407562256,-4.10374116897583,-5.06046724319458,-4.510109424591064
593,1,1,1,1,1,2,1,-.3779334127902985,-.3834706842899323,-2.881226301193237,-2.150410652160645,-2.801226139068604,-3.328371047973633
594,1,1,1,1,1,1,1,-1.104784369468689,-1.575623393058777,5.508652687072754,8.476539611816406,1.474662899971008,6.441866397857666
595,1,1,1,1,1,1,2,-.1980729550123215,-.254929393529892,-3.271973133087158,-1.752808570861816,-4.243816375732422,-4.35582447052002
596,1,1,1,1,1,2,2,-.3330865800380707,-.5088502764701843,-4.722161769866943,-5.002965927124023,-4.69332218170166,-4.537803649902344
597,1,1,1,1,1,2,2,-.2171529531478882,-.2143847197294235,-4.056947708129883,-4.075562953948975,-4.196475505828857,-4.353654384613037
598,1,1,1,1,1,2,1,-.1877057403326035,.2596561014652252,-5.136451244354248,-5.200244426727295,-5.550330638885498,-5.298962116241455
599,1,1,1,1,1,1,1,-.4601859450340271,-.3524779081344604,-.9434656500816345,-2.027921676635742,-1.172214508056641,-2.70882773399353
600,1,1,1,1,1,2,2,.2328818291425705,.5420889854431152,-6.448860645294189,-6.631859302520752,-6.287136077880859,-6.299413204193115
601,1,1,1,1,1,1,2,.2786717712879181,.2336142510175705,-5.416056156158447,-5.698254585266113,-4.906190395355225,-5.492923259735107
602,1,1,1,1,1,1,2,-.2415451556444168,-.0376465618610382,-4.883071422576904,-5.578202724456787,-5.333674430847168,-5.571964263916016
603,1,1,1,1,1,1,1,-.1189740598201752,.0215870402753353,-3.546976089477539,-4.040547847747803,-4.243816375732422,-4.382340908050537
604,1,1,1,1,1,2,1,-.4003446102142334,-.468567967414856,-3.422015428543091,-3.516842842102051,-3.851565837860107,-3.93912410736084
605,1,1,1,1,1,1,1,-.6972544193267822,-.0044073662720621,-.3202629387378693,.5442730188369751,-2.957872152328491,-2.23395037651062
606,1,1,1,1,1,2,2,-.1152847781777382,-.1845827400684357,5.796845436096191,2.898497343063354,3.64935040473938,2.576407670974731
607,1,1,1,1,1,2,2,-1.48756742477417,-1.344904184341431,13.25734043121338,13.96271705627441,12.82126426696777,13.19727325439453
608,1,1,1,1,1,1,1,-1.477507472038269,-2.10085129737854,11.13705444335938,16.819091796875,8.371457099914551,13.78032779693604
609,1,1,1,1,1,1,1,-1.604367971420288,-1.747268199920654,17.02305030822754,18.32004928588867,12.61183834075928,12.7601842880249
610,1,1,1,1,1,1,1,.55098557472229,.3596363365650177,-5.140500545501709,-5.131484508514404,-4.978585720062256,-5.291464805603027
611,1,1,1,1,1,2,2,-.078738160431385,-.4891507029533386,.8292327523231506,2.977418184280396,1.141821503639221,1.003685116767883
612,1,1,1,1,1,1,2,-.5769577026367188,-.5138764381408691,-2.431889772415161,-.1458528339862823,-3.689899682998657,-2.973646640777588
613,1,1,1,1,1,1,2,-1.682929635047913,-2.074804306030273,10.23117542266846,10.76816558837891,4.702731609344482,9.315411567687988
614,1,1,1,1,1,2,2,-.2881783545017242,-.3538203835487366,-6.196301937103271,-6.532498359680176,-6.278321743011475,-6.299413204193115
615,1,1,1,1,1,1,2,-.0497924871742725,-.1324332356452942,-4.000138282775879,-4.038034915924072,-4.243816375732422,-4.709592819213867
616,1,1,1,1,1,1,2,-.5130447745323181,-.4024348556995392,-3.153904676437378,-2.267120122909546,-3.930465936660767,-3.934242963790894
617,1,1,1,1,1,2,1,.0732662528753281,.4671761989593506,-5.695899486541748,-5.929932594299316,-5.921541690826416,-5.562634944915771
618,1,1,1,1,1,2,1,.2369060516357422,.5318794250488281,-5.879398822784424,-5.884292602539063,-5.423424243927002,-5.704612255096436
619,1,1,1,1,1,1,1,-.4521353244781494,-1.052355289459229,.0576819591224194,1.473026275634766,-.2448088377714157,3.66928505897522
620,1,1,1,1,1,2,2,.0379918068647385,.101591482758522,-4.041914463043213,-3.725369691848755,-4.527895450592041,-4.655557632446289
621,1,1,1,1,1,1,1,-.0871280506253242,-.0283536985516548,-3.897798538208008,-4.164294719696045,-4.243816375732422,-4.559866428375244
622,1,1,1,1,1,1,2,-.0711825639009476,-.0568125285208225,-4.293687343597412,-5.457324504852295,-5.45964527130127,-5.601984024047852
623,1,1,1,1,1,2,1,.0019131667213514,.0972368940711021,-4.615259170532227,-4.325969219207764,-4.601696014404297,-4.638507843017578
624,1,1,1,1,1,1,1,.0749937668442726,-.0521171167492867,-5.102996349334717,-4.920635223388672,-5.135560989379883,-5.081690311431885
625,1,1,1,1,1,1,2,-.0866807773709297,.0255322866141796,-2.016132831573486,-.6186412572860718,-2.755750417709351,-2.11212158203125
626,1,1,1,1,1,1,2,-.4096802771091461,-.5831909775733948,-1.308448195457458,2.417968511581421,-2.726481914520264,-.3176881968975067
627,1,1,1,1,1,1,2,.088813029229641,.1901611238718033,-4.646368980407715,-3.964869499206543,-4.570034980773926,-4.329829216003418
628,1,1,1,1,1,2,1,-.4283133745193481,.4161871671676636,1.915731549263,-1.792254209518433,-.5230417847633362,-2.637725591659546
629,1,1,1,1,1,2,2,-.2178003042936325,-.0773357078433037,2.042968511581421,-1.364368081092834,-.6142436861991882,-2.047889471054077
630,1,1,1,1,1,1,1,1.092018961906433,1.209241628646851,1.056432723999023,-1.110437273979187,-4.181103229522705,-3.994429111480713
631,1,1,1,1,1,2,1,-.2429036498069763,-.1062143370509148,-4.462522029876709,-5.130405902862549,-3.816227436065674,-4.382340908050537
632,1,1,1,1,1,1,2,.8820464015007019,.9539321660995483,-4.457116603851318,-4.6701979637146,-4.197120189666748,-4.474873065948486
633,1,1,1,1,1,1,1,1.143572688102722,.914126992225647,-4.71366548538208,-4.689230918884277,-4.06275749206543,-4.41608190536499
634,1,1,1,1,1,2,1,1.215371489524841,1.187586426734924,-4.604843139648438,-4.084559440612793,-4.371269226074219,-4.223849773406982
635,1,1,1,1,1,1,1,.9030737280845642,.7131232023239136,-2.401838779449463,-2.136075019836426,-2.80869722366333,-2.506943464279175
636,1,1,1,1,1,1,1,.8850352168083191,.762241542339325,-2.403464794158936,-2.138103723526001,-2.80869722366333,-2.506943464279175
637,1,1,1,1,1,2,2,-.6529771089553833,-.6631259322166443,4.750090599060059,3.950666189193726,10.35669422149658,8.849081039428711
638,1,1,1,1,1,1,1,.4124159216880798,.3369095623493195,6.623619556427002,6.322113513946533,12.03049087524414,5.2461838722229
639,1,1,1,1,1,2,1,.242362767457962,.0283897537738085,-6.670194149017334,-6.355001449584961,-5.904667854309082,-5.712344169616699
640,1,1,1,1,1,1,1,.9344522953033447,.9122481346130371,-4.551145076751709,-4.607051849365234,-3.989934921264648,-3.839399337768555
641,1,1,1,1,1,2,1,.2252102047204971,.126851499080658,-5.354461193084717,-5.552596092224121,-4.744174003601074,-4.765903949737549
642,1,1,1,1,1,2,1,.8407784700393677,1.150129318237305,-4.81586742401123,-4.790420532226563,-3.767997741699219,-4.020058631896973
643,1,1,1,1,1,1,1,.8866469860076904,.9042206406593323,-4.180289268493652,-4.438863277435303,-3.865591764450073,-4.975600719451904
644,1,1,1,1,1,2,1,.889467179775238,.90700364112854,-4.757277965545654,-4.227287769317627,-4.188549518585205,-3.839399337768555
645,1,1,1,1,1,1,1,-1.114167094230652,-1.500710487365723,-.4527778029441833,-.0734648704528809,1.53740382194519,7.942061424255371
646,1,1,1,1,1,1,1,.4414921998977661,.7124251127243042,-4.936764717102051,-4.374880790710449,-3.47971773147583,-3.994429111480713
647,1,1,1,1,1,1,1,.949916660785675,1.043240308761597,-4.283670902252197,-3.051500558853149,-3.805433750152588,-2.994128465652466
648,1,1,1,1,1,1,2,.6642347574234009,.7214015126228333,-2.055492639541626,-.5764187574386597,-1.163244128227234,-.4432901442050934
649,1,1,1,1,1,1,1,.2278437912464142,.2641061842441559,-5.693703651428223,-5.567803859710693,-4.721785545349121,-4.638507843017578
650,1,1,1,1,1,1,1,.3728192150592804,.0937473177909851,-6.256850719451904,-6.210696220397949,-5.16502571105957,-5.22741174697876
651,1,1,1,1,1,1,1,.5563995838165283,.7182222604751587,-4.896990299224854,-4.597531318664551,-3.866750478744507,-2.591190338134766
652,1,1,1,1,1,1,1,1.04885733127594,.9853408932685852,-4.98805570602417,-4.369059562683105,-4.347293853759766,-4.223849773406982
653,1,1,1,1,1,1,2,.4809100925922394,.3938997387886047,-5.432048320770264,-5.217478275299072,-4.473732471466064,-4.454383850097656
654,1,1,1,1,1,1,2,.4447463750839233,.8539841175079346,-5.095666885375977,-4.864668369293213,-3.709435224533081,-3.716407060623169
655,1,1,1,1,1,2,2,-.1975409388542175,.2931159138679504,-6.127399921417236,-6.922965049743652,-5.525399208068848,-6.019038677215576
656,1,1,1,1,1,2,1,.4137759804725647,.3677802681922913,-5.111517906188965,-4.908525466918945,-4.45479679107666,-4.638507843017578
657,1,1,1,1,1,2,1,.9915245175361633,1.113410949707031,-5.023895740509033,-4.42622709274292,-4.652860641479492,-3.825908660888672
658,1,1,1,1,1,1,1,.2773007452487946,.406434029340744,-5.268827438354492,-4.931978225708008,-4.0087890625,-5.053787231445313
659,1,1,1,1,1,1,1,.9265727400779724,.9564731121063232,-4.674190521240234,-4.253071308135986,-4.42683744430542,-4.077060222625732
660,1,1,1,1,1,2,2,1.178115487098694,1.577578186988831,-3.966321229934692,-3.554527521133423,-4.326330661773682,-4.251397609710693
661,1,1,1,1,1,2,1,.2661892175674438,.9403457045555115,-3.971168518066406,-3.238242149353027,-4.326330661773682,-3.845241785049438
662,1,1,1,1,1,2,2,-.2104819715023041,-.3298139870166779,3.55858850479126,3.828202724456787,6.445792675018311,6.88365650177002
663,1,1,1,1,1,2,1,.3110875189304352,.2711260914802551,5.924199104309082,5.210660457611084,6.731183528900146,6.020112991333008
664,1,1,1,1,1,1,1,.5689412355422974,.4864754378795624,5.489825248718262,5.21826696395874,5.452476024627686,6.020112991333008
665,1,1,1,1,1,2,1,.528115451335907,.6003298759460449,-5.334495544433594,-4.925235748291016,-4.549654483795166,-4.638507843017578
666,1,1,1,1,1,2,2,1.001340389251709,1.234902620315552,-5.022897243499756,-4.883049964904785,-4.652860641479492,-4.201098918914795
667,1,1,1,1,1,1,1,.9254986047744751,.9560368061065674,-4.672354221343994,-4.249969482421875,-4.42683744430542,-4.077060222625732
668,1,1,1,1,1,1,1,1.243167042732239,1.219591856002808,-3.612365245819092,-3.154983520507813,-3.849574565887451,-3.845241785049438
669,1,1,1,1,1,2,2,1.395564675331116,1.44757080078125,-2.801973342895508,-2.757606983184814,-3.732271432876587,-3.77897572517395
670,1,1,1,1,1,1,2,-.3266319334506989,-.3670020699501038,-4.867300510406494,-4.767838001251221,-4.243816375732422,-4.201830387115479
671,1,1,1,1,1,1,2,.8646487593650818,.8517147302627563,-4.207351684570313,-4.6144118309021,-3.794067859649658,-4.341922760009766
672,1,1,1,1,1,1,1,1.119726657867432,.981968879699707,-4.738496780395508,-4.665024757385254,-4.132872104644775,-4.712246894836426
673,1,1,1,1,1,2,1,1.270963549613953,1.135389447212219,-4.725973129272461,-4.376296043395996,-4.346163272857666,-4.223849773406982
674,1,1,1,1,1,1,1,.9081488847732544,.874967634677887,-2.150068044662476,-1.9663165807724,-3.163803577423096,-2.918292999267578
675,1,1,1,1,1,1,1,.7709225416183472,.3158333897590637,-1.156626462936401,-1.155352234840393,-2.43180775642395,-1.383204340934753
676,1,1,1,1,1,2,2,.2242473959922791,.3273625075817108,-5.566188812255859,-5.593199253082275,-4.791754245758057,-4.709592819213867
677,1,1,1,1,1,2,1,-.0451779998838902,.0881459414958954,-5.528099536895752,-5.574326038360596,-4.805218696594238,-4.905933856964111
678,1,1,1,1,1,1,1,.5563995838165283,.7182222604751587,-4.896990299224854,-4.597531318664551,-3.866750478744507,-2.591190338134766
679,1,1,1,1,1,1,1,.2514888048171997,.1714585572481155,-4.386369228363037,-4.817998886108398,-3.373614072799683,-4.00381326675415
680,1,1,1,1,1,2,2,1.182367205619812,1.209380865097046,-4.67271089553833,-4.931607723236084,-4.371269226074219,-4.337368011474609
681,1,1,1,1,1,1,2,.3464367985725403,.1827576905488968,-6.006290435791016,-5.415684700012207,-4.978585720062256,-4.454383850097656
682,1,1,1,1,1,2,1,.8012761473655701,.338621973991394,-4.764201641082764,-4.411812305450439,-4.655096054077148,-3.668982744216919
683,1,1,1,1,1,1,2,.9004355072975159,1.043255209922791,-4.198782444000244,-4.6144118309021,-3.794067859649658,-4.000032901763916
684,1,1,1,1,1,2,2,1.319531083106995,1.223534941673279,-4.637602806091309,-4.793013095855713,-4.371269226074219,-4.316831588745117
685,1,1,1,1,1,2,2,.3082668483257294,.4691106081008911,-2.949451923370361,-2.234804391860962,-2.898237705230713,-.0709882900118828
686,1,1,1,1,1,1,2,.8590182065963745,.7698352932929993,-4.548849582672119,-4.6701979637146,-4.125596523284912,-4.000032901763916
687,1,1,1,1,1,2,2,.9400511980056763,.9258652925491333,-4.760825157165527,-4.6144118309021,-4.920213222503662,-4.50445556640625
688,1,1,1,1,1,1,1,-.2865431308746338,-.3176442086696625,-.1811365783214569,1.05423641204834,-2.403955698013306,-.109990231692791
689,1,1,1,1,1,2,2,-.05523981153965,.0566422827541828,-4.382278919219971,-3.77365255355835,-4.506837844848633,-4.521193504333496
690,1,1,1,1,1,1,1,-.8711498379707336,-1.252353310585022,12.50839996337891,21.10964584350586,11.9320764541626,13.44058609008789
691,1,1,1,1,1,1,1,.3362033665180206,.4990410804748535,-4.594722747802734,-5.071949005126953,-4.248234272003174,-4.731093883514404
692,1,1,1,1,1,1,2,-.4573238492012024,-.7445366382598877,-2.180492162704468,-1.483376741409302,-2.592618227005005,-1.366727113723755
693,1,1,1,1,1,1,2,-.0424508526921272,-.2731783390045166,-5.36977481842041,-5.570647716522217,-5.948971748352051,-6.034051895141602
694,1,1,1,1,1,1,2,-1.014336109161377,-.6277536153793335,2.377288579940796,1.695421695709229,1.220747590065002,-.8117466568946838
695,1,1,1,1,1,2,1,.0951974615454674,-.1295582503080368,-5.228151798248291,-5.203234672546387,-5.730347633361816,-5.534411907196045
696,1,1,1,1,1,1,2,-.2103009223937988,-.4257320463657379,-3.693302392959595,-3.634241819381714,-4.243816375732422,-4.89501428604126
697,1,1,1,1,1,2,2,-.0333386063575745,.5492029786109924,-6.41994571685791,-6.625414848327637,-6.406033992767334,-6.299413204193115
698,1,1,1,1,1,2,2,.2370972782373428,.2084650993347168,-5.599814891815186,-5.691810131072998,-5.255480289459229,-5.492923259735107
699,1,1,1,1,1,2,1,-.0001109581644414,-.1420615762472153,-6.087441921234131,-5.990965366363525,-6.067751407623291,-5.880368709564209
700,1,1,1,1,1,2,2,-1.198992013931274,-1.232648611068726,6.099850177764893,2.401392459869385,5.414653778076172,3.067686080932617
701,1,1,1,1,1,2,2,-.0838902592658997,-.2501799166202545,5.487655162811279,2.942217826843262,3.64935040473938,2.424566030502319
702,1,1,1,1,1,2,2,-.8436727523803711,-.6179744601249695,5.604600429534912,5.70237922668457,3.934322357177734,3.305711269378662
703,1,1,1,1,1,1,2,.1282544732093811,-.8972342610359192,.7548249363899231,4.405364990234375,-1.909871459007263,.6187034845352173
704,1,1,1,1,1,1,1,-1.780800342559814,-1.796648263931274,18.72893333435059,23.02827072143555,12.61183834075928,12.7601842880249
705,1,1,1,1,1,1,1,-.0350988060235977,.0763370394706726,-4.582328319549561,-4.687982082366943,-4.805061817169189,-5.041183471679688
706,1,1,1,1,1,1,1,-.3331787586212158,-.1646867692470551,-2.532931566238403,-2.404908180236816,-3.912680149078369,-3.38837456703186
707,1,1,1,1,1,2,1,-1.455177545547485,-1.418630957603455,11.35760974884033,7.901688098907471,8.069035530090332,5.105685234069824
708,1,1,1,1,1,2,2,-1.524462819099426,-1.696953654289246,21.7926139831543,24.54008102416992,23.14179992675781,21.08280372619629
709,1,1,1,1,1,2,2,-.3717441260814667,-.3361380100250244,-2.02547025680542,-1.094092607498169,-3.223742723464966,-2.901310682296753
710,1,1,1,1,1,2,2,.0949927866458893,.019396809861064,-5.735537052154541,-5.899471282958984,-5.904667854309082,-5.724538803100586
711,1,1,1,1,1,2,1,.3510896861553192,.7796218395233154,-5.341133594512939,-5.048067569732666,-5.316153526306152,-5.221004962921143
712,1,1,1,1,1,2,2,.144803449511528,.1706305891275406,-4.323808670043945,-4.131788730621338,-4.633252143859863,-4.779181480407715
713,1,1,1,1,1,2,2,-.3027597367763519,-.2001067847013474,-3.410385370254517,-3.17108941078186,-3.387839794158936,-4.144194602966309
714,1,1,1,1,1,1,2,-.9901199340820313,-.7446871995925903,3.117643117904663,.9103716611862183,3.723621129989624,2.693176031112671
715,1,1,1,1,1,1,1,.0755105391144753,.0419457964599133,-4.602665424346924,-4.640523910522461,-5.135560989379883,-5.081690311431885
716,1,1,1,1,1,2,1,-.0041945143602788,.0765049383044243,-4.608005046844482,-4.347517490386963,-4.601696014404297,-4.905933856964111
717,1,1,1,1,1,1,1,.0454668365418911,-.063257172703743,-4.583977222442627,-4.608282566070557,-5.135560989379883,-5.081690311431885
718,1,1,1,1,1,1,1,-.8282858729362488,-1.463332176208496,2.045684576034546,2.53484058380127,.1520858854055405,3.925364255905151
719,1,1,1,1,1,1,1,.2373147755861282,-.1654238253831863,-1.825462460517883,-.9411903619766235,-2.755750417709351,-1.899372577667236
720,1,1,1,1,1,1,1,-.7959725260734558,-1.163175940513611,7.924939632415771,9.88648509979248,7.692121505737305,10.63603210449219
721,1,1,1,1,1,1,1,-.6360010504722595,-.7417569756507874,-5.790588855743408,-5.931154727935791,-5.948971748352051,-5.903967380523682
722,1,1,1,1,1,2,2,.2904168367385864,.0967582687735558,-3.968836784362793,-4.807106971740723,-4.71148157119751,-4.552431583404541
723,1,1,1,1,1,2,1,.0803885906934738,.206757441163063,.3443167209625244,-1.252708792686462,-.5548454523086548,-2.577722072601318
724,1,1,1,1,1,2,1,-.7021839618682861,-.9150198698043823,3.042018890380859,-.0162494704127312,3.168324947357178,-1.377299547195435
725,1,1,1,1,1,1,1,-.4778603613376617,-.9077778458595276,-4.679282665252686,-4.994200229644775,-4.022852420806885,-2.490979909896851
726,1,1,1,1,1,2,1,.1109722107648849,.2849571406841278,-2.922635793685913,-2.210767984390259,-2.660857915878296,-1.718071103096008
727,1,1,1,1,1,2,1,.9297208189964294,.9889138340950012,-4.442224979400635,-4.717160701751709,-4.443923950195313,-4.41608190536499
728,1,1,1,1,1,2,1,.9244871735572815,.9937651753425598,-4.437860012054443,-4.28033971786499,-4.50084400177002,-3.839399337768555
729,1,1,1,1,1,1,2,1.171002388000488,1.264721512794495,-3.537373304367065,-4.638723850250244,-3.849574565887451,-4.251397609710693
730,1,1,1,1,1,1,2,.8523029685020447,.9516288638114929,-2.613181114196777,-2.550920486450195,-3.485245704650879,-2.633668661117554
731,1,1,1,1,1,2,2,-.070901982486248,.0454923436045647,-1.896406054496765,-1.61806583404541,-.4997265934944153,1.070937633514404
732,1,1,1,1,1,2,1,-.6787121295928955,-.4975776672363281,5.382820129394531,5.021710872650146,10.62486171722412,8.870718002319336
733,1,1,1,1,1,1,2,-.6111971139907837,-.8744584918022156,6.219139575958252,7.060390472412109,11.75894069671631,13.48433971405029
734,1,1,1,1,1,2,1,.3117069900035858,.0258284006267786,-6.646583557128906,-6.133476734161377,-5.888599395751953,-5.396761417388916
735,1,1,1,1,1,2,2,.8018715977668762,.9497237801551819,-4.543754100799561,-4.466979503631592,-4.253138065338135,-3.976657867431641
736,1,1,1,1,1,1,2,.0322059020400047,.0045146173797548,-5.150436401367188,-5.704975128173828,-4.243816375732422,-4.353613376617432
737,1,1,1,1,1,1,2,1.037473917007446,1.005184531211853,-5.164322853088379,-5.044886589050293,-4.373528003692627,-4.030464172363281
738,1,1,1,1,1,2,2,.9360108971595764,.8712577223777771,-4.43496036529541,-4.571784496307373,-4.826597213745117,-4.38890266418457
739,1,1,1,1,1,2,1,1.089847207069397,.9432236552238464,-5.022238731384277,-4.770334243774414,-4.233488082885742,-4.214887142181396
740,1,1,1,1,1,1,1,-1.53796398639679,-1.54555881023407,5.74406623840332,6.550122737884521,9.73603343963623,17.13080978393555
741,1,1,1,1,1,1,1,.466534435749054,.3687989115715027,-4.920577526092529,-4.459545135498047,-3.709435224533081,-4.087427139282227
742,1,1,1,1,1,1,2,1.111617088317871,1.185197830200195,-4.029168605804443,-3.783025741577148,-3.834116220474243,-3.468552589416504
743,1,1,1,1,1,2,1,1.146632790565491,1.065823197364807,-3.91205883026123,-3.688011884689331,-3.546244621276855,-4.176326274871826
744,1,1,1,1,1,2,1,.2626975476741791,.141094371676445,-5.613519668579102,-5.942891120910645,-4.694175720214844,-4.803384780883789
745,1,1,1,1,1,2,1,-.1769906431436539,-.0201465506106615,-5.944639205932617,-5.687139987945557,-5.037204265594482,-4.583019733428955
746,1,1,1,1,1,1,1,.9048821330070496,1.162362217903137,-4.878798007965088,-4.57423210144043,-4.352931499481201,-5.209622383117676
747,1,1,1,1,1,1,2,1.11134946346283,1.184994578361511,-4.028711318969727,-3.783025741577148,-3.834116220474243,-3.468552589416504
748,1,1,1,1,1,1,1,.1558173596858978,.3335992395877838,-5.330801486968994,-5.528874397277832,-3.977744817733765,-4.803384780883789
749,1,1,1,1,1,1,1,.466534435749054,.3687989115715027,-4.920577526092529,-4.459545135498047,-3.709435224533081,-4.087427139282227
750,1,1,1,1,1,1,1,1.086384177207947,1.066489458084106,-3.864654064178467,-3.6927490234375,-4.303153038024902,-4.176326274871826
751,1,1,1,1,1,2,1,-.0485904365777969,.0838337615132332,-6.166735172271729,-5.814415454864502,-5.406501770019531,-5.500249862670898
752,1,1,1,1,1,1,1,-.2637764513492584,.106680154800415,-5.199390888214111,-4.822402000427246,-4.243816375732422,-4.382340908050537
753,1,1,1,1,1,2,1,.927424430847168,1.111901521682739,-4.997840404510498,-4.180485725402832,-3.723059177398682,-3.64457106590271
754,1,1,1,1,1,1,1,.096217468380928,.3319691121578217,-4.9808669090271,-4.400697708129883,-3.968680620193481,-4.382340908050537
755,1,1,1,1,1,2,2,1.077065706253052,.7398993968963623,-4.482033252716064,-4.541688442230225,-4.57758617401123,-4.38890266418457
756,1,1,1,1,1,1,2,1.162925004959106,1.480090379714966,-3.061123609542847,-3.035845518112183,-3.472578287124634,-3.879071712493896
757,1,1,1,1,1,1,1,1.157009243965149,1.040050864219666,-3.067450284957886,-3.228868961334229,-3.472578287124634,-3.637595415115356
758,1,1,1,1,1,2,1,-.8240668177604675,-.8050751090049744,4.57619047164917,4.587549209594727,7.548282146453857,6.812556266784668
759,1,1,1,1,1,1,2,-.3539271354675293,.529124915599823,6.875915050506592,8.713218688964844,12.03049087524414,6.631955146789551
760,1,1,1,1,1,1,2,-.3646799623966217,.5679687261581421,6.877649784088135,8.713218688964844,12.03049087524414,6.631955146789551
761,1,1,1,1,1,1,1,-.1092781201004982,.2271250933408737,-5.076094150543213,-4.843745231628418,-4.243816375732422,-4.382340908050537
762,1,1,1,1,1,2,1,.2706146836280823,.2380602061748505,-5.065071582794189,-4.42512321472168,-4.066689491271973,-3.135127305984497
763,1,1,1,1,1,2,1,.9944074749946594,1.12347149848938,-5.001785278320313,-4.308642387390137,-3.783732652664185,-3.64457106590271
764,1,1,1,1,1,1,2,.9152622222900391,.7482045292854309,-4.831193447113037,-4.541688442230225,-4.547460556030273,-4.38890266418457
765,1,1,1,1,1,2,2,1.062400817871094,1.480053663253784,-3.813145160675049,-3.035845518112183,-3.638655662536621,-3.879071712493896
766,1,1,1,1,1,1,1,.8848965167999268,.8826422095298767,-3.807201862335205,-3.147719144821167,-3.472578287124634,-3.347867488861084
767,1,1,1,1,1,2,1,.3059816360473633,.3121527433395386,-5.575522422790527,-5.647728443145752,-4.744174003601074,-4.943429470062256
768,1,1,1,1,1,2,2,.916482150554657,.7334182262420654,-4.077720165252686,-4.369287967681885,-4.480731010437012,-3.873030185699463
769,1,1,1,1,1,2,2,.8097805976867676,.9079024791717529,-3.862362146377563,-3.925233364105225,-4.223095417022705,-3.504594326019287
770,1,1,1,1,1,1,2,1.399226069450378,1.160950541496277,-4.534945964813232,-4.638723850250244,-3.818530321121216,-4.251397609710693
771,1,1,1,1,1,1,1,.0923697054386139,.0973316207528114,6.810834407806396,5.500267028808594,9.090858459472656,6.496488571166992
772,1,1,1,1,1,1,2,-.5125807523727417,-.7618743181228638,6.173572540283203,6.4416823387146,10.76880836486816,13.68452072143555
773,1,1,1,1,1,2,1,-.2184492498636246,.0729073584079742,-5.802101135253906,-5.872830390930176,-4.69332218170166,-4.585372447967529
774,1,1,1,1,1,1,2,-.0497557148337364,.2150621563196182,-5.927337169647217,-5.777315139770508,-4.879790306091309,-4.678932666778564
775,1,1,1,1,1,2,2,-.0825469866394997,.094872459769249,-5.895984649658203,-5.762024402618408,-4.900076866149902,-4.717950344085693
776,1,1,1,1,1,1,2,.9048821330070496,.740362286567688,-4.878798007965088,-4.658276557922363,-4.352931499481201,-4.38890266418457
